Bound, Solutions, BinarySearch, HashMapIndexes, HashMapIndexes2, HashMapFrequencies, FastUtilsMap
50000,2998804,7.42192688E7,2.090513184E8,1.893500336E8,1.09329496E8,6.20872304E7
50000,3993411,7.89164112E7,2.37011608E8,2.161604624E8,1.1405968E8,6.27057344E7
50000,4453493,1.0867716E8,1.88046808E8,1.897233808E8,1.386946752E8,9.00534464E7
50000,1740323,3.83047712E7,1.52480968E8,1.340868656E8,7.93198608E7,3.04410144E7
50000,2119515,5.0031568E7,1.711221552E8,1.530742048E8,9.147888E7,4.54765728E7
50000,4037069,8.00926928E7,1.860657424E8,2.17247664E8,1.1508584E8,6.24509312E7
50000,1423375,3.23434512E7,1.441412768E8,1.247528896E8,7.88736784E7,2.8930768E7
50000,4292372,1.084071744E8,1.965399904E8,1.835627408E8,1.390072432E8,8.79994688E7
50000,3525237,7.54523488E7,1.49172912E8,2.036415008E8,1.129206672E8,6.20426096E7
50000,423226,1.07372896E7,1.01903984E8,8.85200368E7,6.0710952E7,1.26097392E7
50000,4182733,1.067453056E8,1.997431152E8,1.850366512E8,1.385929248E8,8.839024E7
50000,4923913,1.110699056E8,2.115608992E8,2.081865712E8,1.4055944E8,9.03068048E7
50000,1175511,2.49170016E7,1.279240416E8,1.1241176E8,7.18394448E7,2.15071264E7
50000,127461,2324547.2,8.91800832E7,7.52874272E7,5.76654064E7,5950886.4
50000,3110338,7.27628144E7,1.562746304E8,1.491566768E8,1.116228672E8,6.27072464E7
50000,3010952,7.11783248E7,1.55813816E8,1.495238832E8,7.85352E7,6.21686144E7
50000,191683,5986195.2,9.21690784E7,7.73825104E7,5.66097984E7,8093406.4
50000,1340714,3.26864576E7,8.62758912E7,1.054929008E8,7.95717504E7,2.92601296E7
50000,4483929,1.063174864E8,1.902266224E8,1.9118432E8,1.38497288E8,8.93540208E7
50000,2421565,5.02837872E7,1.106384912E8,1.606844576E8,9.16504816E7,4.542384E7
50000,2143133,4.98996896E7,1.050837168E8,1.01809432E8,9.13212352E7,4.45364608E7
50000,463775,1.1708984E7,1.034776336E8,8.81328512E7,6.27024016E7,1.16041264E7
50000,4086896,8.09014688E7,1.812524576E8,1.701473392E8,1.137955872E8,6.29649376E7
50000,535871,1.25191936E7,1.039970368E8,8.81156736E7,6.21863632E7,1.20464608E7
50000,3968624,7.89032432E7,1.868205872E8,1.711608896E8,1.133793568E8,6.35395072E7
50000,3277571,7.47212736E7,1.720198592E8,1.646379568E8,1.116956576E8,6.15995088E7
50000,3285355,7.43065648E7,1.66515648E8,1.542209216E8,1.117359808E8,6.10548928E7
50000,4197856,1.057694416E8,1.857711376E8,1.865345792E8,1.388694784E8,8.98844256E7
50000,2955980,7.1980024E7,1.570368912E8,1.488574464E8,1.109001424E8,6.052124E7
50000,95792,2475776.0,8.87878576E7,7.33214768E7,5.49981392E7,5257976.0
50000,4309815,1.059515408E8,2.114756576E8,1.984154592E8,1.394471056E8,8.90184032E7
50000,1035045,2.19127296E7,1.255264016E8,1.087969776E8,6.9855808E7,2.1108912E7
50000,3617564,7.76173568E7,1.672013104E8,1.563146528E8,1.121895264E8,6.21924192E7
50000,3016067,7.24466784E7,1.581280752E8,1.471656976E8,1.097392544E8,6.11160144E7
50000,181196,6720555.2,9.233236E7,7.69100752E7,5.87680048E7,6912726.4
50000,4299679,1.054892768E8,1.974954576E8,1.880115024E8,1.386985744E8,8.83510512E7
50000,1685565,3.63796048E7,1.487034368E8,1.326974096E8,8.07356736E7,3.23676304E7
50000,2231088,4.897112E7,1.34444944E8,1.563351312E8,9.18162544E7,4.19982976E7
50000,3352728,7.31276544E7,1.517064256E8,1.733016368E8,1.119008256E8,6.0882104E7
50000,2281811,4.86661408E7,1.751065488E8,1.57106272E8,9.1400256E7,4.2298888E7
50000,3254593,7.5234592E7,1.574289776E8,1.429008896E8,1.121884832E8,6.1709056E7
50000,2380366,5.03462864E7,1.335915456E8,1.602152576E8,9.39434672E7,4.24617696E7
50000,1230334,3.03398112E7,1.377794464E8,1.2238612E8,7.75819776E7,3.15686336E7
50000,2517789,5.13661264E7,1.283982496E8,1.63618456E8,9.448592E7,4.38335584E7
50000,1984285,4.69034768E7,1.678113008E8,1.501132064E8,9.28882832E7,4.17782928E7
50000,3128762,7.31571104E7,1.568615568E8,1.523291712E8,1.102456704E8,6.1190824E7
50000,77127,2410806.4,8.64991856E7,7.14676576E7,5.55691984E7,5168907.2
50000,4782947,1.103080848E8,1.951015664E8,2.067662592E8,1.39941792E8,8.95810304E7
50000,4908632,1.111402224E8,2.244737344E8,2.067123328E8,1.40245272E8,9.01588E7
50000,2640052,5.18676624E7,1.689772512E8,1.671434128E8,9.31776736E7,4.35145344E7
50000,2915998,7.30899888E7,1.33544184E8,1.905420464E8,1.1214408E8,6.09386608E7
50000,284211,5608070.4,9.46578384E7,8.04986048E7,5.93697712E7,8730240.0
50000,2136341,4.85705792E7,1.716348832E8,1.542426688E8,9.36802144E7,4.1708712E7
50000,441251,1.11720272E7,1.016669168E8,8.71250192E7,6.09604624E7,1.24286512E7
50000,441854,1.11570352E7,1.021520032E8,8.68775184E7,6.09547392E7,1.237404E7
50000,3677394,7.66175104E7,1.428928544E8,2.083648704E8,1.1160328E8,6.17269184E7
50000,3597553,7.83248512E7,1.59804888E8,2.057627952E8,1.123936336E8,6.20197488E7
50000,1071196,2.44488272E7,1.247556912E8,1.099378656E8,7.33573552E7,2.4821296E7
50000,3106644,7.34212448E7,1.968864352E8,1.95248672E8,1.104664016E8,6.16652928E7
50000,2926884,7.22469376E7,1.739258896E8,1.899211952E8,1.116027168E8,6.2381808E7
50000,497066,1.12976432E7,1.046214384E8,8.94485584E7,6.01659552E7,1.19948E7
50000,2383573,5.1064192E7,1.782091392E8,1.602422432E8,9.2564656E7,4.20250336E7
50000,873553,2.4184304E7,1.214203888E8,1.05603272E8,7.27436656E7,2.16055136E7
50000,898800,2.3966032E7,1.21195608E8,1.063375152E8,7.017776E7,2.05428016E7
50000,2344719,5.36382368E7,1.770464224E8,1.59397008E8,9.40113568E7,4.23993536E7
50000,2251028,5.010676E7,1.750241824E8,1.564474112E8,9.36654672E7,4.20297456E7
50000,1261696,3.25688032E7,1.38418496E8,1.22324992E8,8.07759568E7,2.98844224E7
50000,1234689,3.2122792E7,1.388647984E8,1.229897792E8,7.78751072E7,3.09407536E7
50000,4473324,1.081272912E8,2.026935584E8,1.922965392E8,1.395797008E8,9.18663152E7
50000,430806,9688792.0,1.019121392E8,8.66599024E7,6.040372E7,1.15446848E7
50000,4761763,1.095494896E8,2.150998624E8,2.031831776E8,1.404600784E8,8.96577712E7
50000,215201,3820963.2,9.17732112E7,7.7016968E7,5.92245728E7,7329504.0
50000,4643489,1.080119488E8,2.160275984E8,2.034296096E8,1.39158072E8,8.92285328E7
50000,1438097,3.389616E7,1.440450864E8,1.260068368E8,7.97494688E7,2.92314976E7
50000,594406,1.67561648E7,1.085234016E8,9.28165216E7,6.70745952E7,1.49022096E7
50000,4261130,1.060555808E8,1.952029216E8,1.849919968E8,1.37273672E8,9.03261824E7
50000,899787,2.29438208E7,1.213895312E8,1.054583456E8,7.0234072E7,2.07836672E7
50000,2898592,7.09669856E7,1.486951424E8,1.431002944E8,1.112780608E8,6.00757936E7
50000,4580463,1.0897808E8,1.816212384E8,2.05348232E8,1.395760032E8,8.98921216E7
50000,2473429,5.25424096E7,1.265433536E8,1.125382064E8,9.32624624E7,4.2733368E7
50000,2019468,4.7788936E7,1.169634576E8,1.525570944E8,9.11561936E7,4.1964656E7
50000,2697556,5.73698896E7,1.215991536E8,1.131958624E8,9.37337424E7,4.56130208E7
50000,4491454,1.068113232E8,1.949163168E8,1.846754784E8,1.400143248E8,8.90199792E7
50000,1413544,3.27960064E7,1.424184768E8,1.24722944E8,7.99357408E7,2.89917376E7
50000,66302,2414832.0,8.71699904E7,7.23026176E7,5.37213792E7,5011278.4
50000,1886251,4.78622064E7,1.044827344E8,1.00430816E8,9.1703944E7,4.1376936E7
50000,2081579,4.91535856E7,1.2262968E8,1.099927968E8,9.22973824E7,4.19335024E7
50000,3719981,7.81701824E7,1.648262848E8,1.606857872E8,1.128754736E8,6.19731024E7
50000,3933626,7.83089952E7,1.785465824E8,1.629769776E8,1.130843728E8,6.29082528E7
50000,4135033,1.035550864E8,1.93580248E8,1.95290056E8,1.38474168E8,8.80570592E7
50000,4848147,1.0862196E8,2.203487968E8,2.06174928E8,1.399476208E8,8.91195216E7
50000,873996,2.13340736E7,1.225951648E8,1.06415784E8,7.26510704E7,2.037852E7
50000,944187,2.23531104E7,1.233490912E8,1.061647152E8,7.20750304E7,2.36095776E7
50000,1227794,3.050676E7,1.3833444E8,1.219575776E8,7.76753424E7,3.1575E7
50000,4083824,7.88126432E7,1.747131344E8,1.656800336E8,1.13448768E8,6.31766816E7
50000,3482824,7.54000064E7,1.612984832E8,1.498507072E8,1.126543984E8,6.17333744E7
50000,2752133,7.06862208E7,1.371545984E8,1.29651296E8,1.107475744E8,6.238104E7
50000,2835043,7.01902384E7,1.524145184E8,1.372770992E8,1.106779376E8,5.97043456E7
10000,23790701,2.884131488E8,2.075879584E8,4.20031424E7,2.884856272E8,2.776232128E8
10000,11585425,1.870957296E8,4.038499728E8,3.6481812E8,2.225372816E8,1.717683952E8
10000,1253106,2.7570024E7,1.370570592E8,1.20970064E8,7.3834712E7,2.26778912E7
10000,13692352,1.869878448E8,4.485018496E8,4.320695328E8,2.227067728E8,1.748945504E8
10000,7095295,1.225582432E8,2.804942016E8,2.795393248E8,1.621559888E8,1.162476736E8
10000,5093125,8.196512E7,1.938766864E8,1.92553136E8,1.27110752E8,7.94140832E7
10000,5864940,8.3198336E7,2.387057744E8,2.225036016E8,1.270791936E8,7.92534096E7
10000,9762676,1.816150016E8,3.547618112E8,3.542082576E8,2.194242528E8,1.718197744E8
10000,15118951,2.244127536E8,5.56236016E8,5.357623408E8,1.502327184E8,1.491660496E8
10000,4681137,8.16901632E7,1.956809504E8,1.820746512E8,1.25209904E8,7.93745072E7
10000,13156855,1.878327136E8,4.462022688E8,4.229501616E8,2.225276032E8,1.741877024E8
10000,17748259,1.499843136E8,5.68928912E8,5.492945184E8,1.683007936E8,1.493777936E8
10000,17302130,1.502691792E8,6.01039736E8,5.277821968E8,1.546461248E8,1.493165904E8
10000,8727838,1.248157392E8,3.404761536E8,3.289194768E8,1.654524544E8,1.173335984E8
10000,23263013,2.79107672E8,8.065571984E8,4.423819584E8,2.837939376E8,2.738214288E8
10000,12122762,1.865443648E8,4.077571072E8,3.971296176E8,2.217377456E8,1.723633568E8
10000,15454205,1.750572256E8,5.655022368E8,5.560463872E8,1.680954992E8,1.490514112E8
10000,3135388,5.75311312E7,2.10722312E8,1.961555712E8,1.005370624E8,5.52740112E7
10000,23234172,2.798544944E8,7.867911392E8,4.427377856E8,2.837543536E8,2.737885632E8
10000,8566573,1.257964992E8,3.177748544E8,3.128034704E8,1.663130256E8,1.163417584E8
10000,3604623,5.64534496E7,2.228550336E8,2.055776816E8,9.9786104E7,5.47449584E7
10000,7173875,1.231011008E8,2.835885712E8,2.92908888E8,1.63593192E8,1.16241536E8
10000,6263130,1.226841008E8,2.858087408E8,2.720813936E8,1.627533744E8,1.162734144E8
10000,10098735,1.813876496E8,3.819589312E8,3.307577088E8,2.21636456E8,1.723861648E8
10000,18577599,2.010757056E8,5.875646784E8,5.722180672E8,1.682783856E8,1.493974736E8
10000,18484928,1.50281224E8,5.747925168E8,5.675632336E8,1.683768944E8,1.493823952E8
10000,24772504,2.811013696E8,8.263033392E8,3.01513248E7,2.886820064E8,2.783401552E8
10000,13805394,1.880271216E8,4.591611136E8,4.186242224E8,2.20872872E8,1.763797776E8
10000,15557311,1.748192704E8,5.03567904E8,5.607694608E8,1.680840576E8,1.491145104E8
10000,4093641,5.70435344E7,2.35019336E8,2.170493424E8,1.013510592E8,5.39095168E7
10000,7686567,1.255142416E8,3.179696768E8,3.05994048E8,1.645477152E8,1.159641072E8
10000,19057424,1.544357328E8,5.887488496E8,5.813605952E8,1.6831048E8,1.493966592E8
10000,20622899,1.55506128E8,6.246398E8,6.179294032E8,1.63676912E8,1.492675808E8
10000,23088369,2.799882688E8,7.819267488E8,7.108568496E8,2.838034768E8,2.737185168E8
10000,16100384,1.4993E8,5.698502288E8,5.601558512E8,1.49930656E8,1.492210896E8
10000,23695529,2.797745104E8,7.9690392E8,1.702788464E8,2.884459248E8,2.775350672E8
10000,6319371,1.211833552E8,2.850286848E8,2.749434128E8,1.634740112E8,1.162822064E8
10000,14655382,1.498301616E8,5.437204736E8,5.209506576E8,1.49968864E8,1.492688016E8
10000,4683034,8.1882064E7,1.842426128E8,1.693405696E8,1.264528288E8,7.92387888E7
10000,10080239,1.824920384E8,3.839697136E8,3.277447408E8,2.215289856E8,1.723638912E8
10000,4725253,8.23510032E7,1.8407068E8,1.766849632E8,1.263416496E8,8.00872432E7
10000,1457125,2.48399472E7,1.449742736E8,1.269126752E8,7.48504976E7,2.6630216E7
10000,1477077,2.48025056E7,1.439390544E8,1.29296752E8,7.39088464E7,2.4427816E7
10000,20549783,1.5516888E8,6.126861184E8,6.104880608E8,1.592063152E8,1.49158032E8
10000,17371615,1.500721472E8,5.45290464E8,5.4432552E8,1.682205952E8,1.492644352E8
10000,3110931,5.59554672E7,2.09527792E8,1.941206672E8,9.92366368E7,5.41148272E7
10000,10189285,1.822293184E8,3.870482336E8,3.3415368E8,2.20617216E8,1.723367088E8
10000,11982189,1.864740304E8,4.0348384E8,3.954040928E8,2.217397344E8,1.723158016E8
10000,22709354,2.796114176E8,7.894946656E8,7.017089984E8,2.838192752E8,2.73800448E8
10000,22174658,2.7963656E8,7.6747004E8,6.915492912E8,2.883440368E8,2.737953376E8
10000,10417981,1.833404992E8,3.544331216E8,3.4252504E8,2.215372736E8,1.72346176E8
10000,287038,5825507.2,9.80584544E7,8.35785136E7,5.58754224E7,8393006.4
10000,3939850,5.67019568E7,1.767222688E8,2.128811648E8,1.01937592E8,5.45597504E7
10000,10659363,1.850043536E8,3.794555328E8,3.404914736E8,2.224678752E8,1.717340736E8
10000,22280585,2.795899424E8,7.853754288E8,6.962900608E8,2.883902576E8,2.738072928E8
10000,24149649,2.806211104E8,8.110338784E8,1.711035392E8,2.884745552E8,2.784925184E8
10000,10611699,1.825072368E8,3.63335424E8,3.502959024E8,2.205183472E8,1.723317568E8
10000,17017717,2.000461152E8,6.023596528E8,5.227424224E8,1.499748752E8,1.493713344E8
10000,23334761,2.80219376E8,7.940068544E8,3.07270992E8,2.883532176E8,2.739596832E8
10000,23830413,2.796252768E8,8.017888864E8,1.723238656E8,2.884426336E8,2.784603296E8
10000,13017729,1.8857612E8,4.265893696E8,4.182123088E8,2.222834896E8,1.749180432E8
10000,8419473,1.264657136E8,3.344394448E8,3.238065344E8,1.663754016E8,1.173400608E8
10000,22548321,2.794517376E8,7.773319328E8,7.0077444E8,2.88427504E8,2.738446E8
10000,3474575,5.75988272E7,2.207011744E8,2.021272256E8,1.01791112E8,5.36046896E7
10000,1607658,2.76791472E7,1.471895952E8,1.30138392E8,7.47881232E7,2.28435824E7
10000,5826870,8.66704912E7,2.345888672E8,2.218799072E8,1.270677776E8,7.92313312E7
10000,15535494,1.497927696E8,5.662808208E8,5.454930736E8,1.499307808E8,1.491704256E8
10000,10306408,1.829187904E8,3.5275772E8,3.36853976E8,2.215088944E8,1.723182128E8
10000,2340295,3.92322688E7,1.777891264E8,1.59107888E8,8.42812368E7,3.36710912E7
10000,15127224,1.498512704E8,5.57860352E8,5.50924656E8,1.680707248E8,1.491328896E8
10000,13287842,1.880359488E8,4.423955232E8,4.229465456E8,2.224583872E8,1.749143456E8
10000,10840170,1.857761216E8,3.743666432E8,3.583756336E8,2.208128656E8,1.72354952E8
10000,22717824,2.687454032E8,7.907920816E8,7.01593864E8,2.837260128E8,2.737645376E8
10000,3462833,5.82994816E7,2.207544144E8,2.010282448E8,9.993068E7,5.50966288E7
10000,7891841,1.257290384E8,2.84093032E8,2.904876736E8,1.661161152E8,1.163371392E8
10000,10130279,1.816549888E8,3.676350992E8,3.258418768E8,2.19996624E8,1.71769992E8
10000,12127005,1.864917312E8,4.183440528E8,3.79328984E8,2.22584064E8,1.717622592E8
10000,16201450,2.005729568E8,5.266435904E8,5.745112512E8,1.681949488E8,1.491064048E8
10000,3078295,5.62806112E7,2.113983056E8,1.95593752E8,1.026223168E8,5.38428128E7
10000,7124418,1.246596368E8,2.595121648E8,2.793603216E8,1.626999808E8,1.15813536E8
10000,13481244,1.878662944E8,4.435650944E8,4.274063408E8,2.223087248E8,1.749172576E8
10000,22690385,2.799380464E8,7.720387744E8,7.017435504E8,2.838077792E8,2.738142032E8
10000,10796849,1.822662272E8,3.823487312E8,3.452787696E8,2.224688592E8,1.71753296E8
10000,19741996,2.045833312E8,6.023421232E8,5.91471808E8,1.545153712E8,1.493039584E8
10000,2501234,3.986708E7,1.773962656E8,1.634990256E8,8.42239584E7,3.44127488E7
10000,21771299,2.797171632E8,7.684923312E8,6.77219808E8,2.83808E8,2.738137776E8
10000,5699734,8.29812096E7,2.316587008E8,2.189906192E8,1.267535696E8,7.92390416E7
10000,9283468,1.816400432E8,3.449873504E8,3.730523872E8,2.213981376E8,1.717251104E8
10000,3999793,5.67458032E7,2.317139328E8,2.157555536E8,1.000263312E8,5.47672816E7
10000,9287307,1.819461824E8,3.453794448E8,3.67467496E8,2.2161704E8,1.718089088E8
10000,24147220,2.836581664E8,8.119945696E8,2.9966808E7,2.88449488E8,2.783984112E8
10000,1451232,2.8419392E7,1.443322544E8,1.284883936E8,7.27898336E7,2.61300736E7
10000,18899090,1.5359168E8,5.849909616E8,5.76727056E8,1.683185232E8,1.493767168E8
10000,701330,1.24450592E7,1.147494208E8,9.4568672E7,6.13786304E7,9726472.0
10000,13695140,1.889150592E8,4.517106112E8,4.32237456E8,2.22531584E8,1.742044112E8
10000,20257088,1.54967016E8,6.150839152E8,6.087807712E8,1.636925408E8,1.493571712E8
10000,14442132,1.747050912E8,5.273166368E8,5.160822448E8,1.499865776E8,1.49222064E8
10000,22492057,2.790756464E8,7.682592064E8,6.96713336E8,2.838080752E8,2.73797904E8
10000,6313558,1.212420192E8,2.610125056E8,2.618009232E8,1.63052472E8,1.163192928E8
10000,20138823,1.546227232E8,6.123017488E8,6.089468112E8,1.664664656E8,1.49179552E8
